cond,seed,config,method,job,site,fed_auroc,fed_auprc,own_gain,local_auroc,local_auprc,prevalence,best_epoch_mean,delta_auroc,delta_auprc
1.0_0.0,123,A_gammA_S,scaffold,alpha1.0_gamma0.0_seed123/scaffold,site_E,0.7624091666507926,0.3202586925955026,0.0607375881120904,0.768119,0.342945,0.1071,7.6,-0.005709833349207383,-0.022686307404497397
1.0_0.0,123,A_gammA_S,fedadapt,alpha1.0_gamma0.0_seed123/fedadapt,site_A,0.778706049552662,0.6091745507049764,0.0364215368574035,0.789323,0.616259,0.2621,8.0,-0.010616950447338014,-0.007084449295023609
1.0_0.0,123,A_gammA_S,fedadapt,alpha1.0_gamma0.0_seed123/fedadapt,site_B,0.7685411857247901,0.442487557152765,0.0403491851775852,0.787634,0.45449,0.1471,8.4,-0.019092814275209813,-0.012002442847235006
1.0_0.0,123,A_gammA_S,fedadapt,alpha1.0_gamma0.0_seed123/fedadapt,site_C,0.8006031864112578,0.5088920843489303,0.0627208480565369,0.801448,0.531717,0.1742,4.6,-0.0008448135887422215,-0.0228249156510697
1.0_0.0,123,A_gammA_S,fedadapt,alpha1.0_gamma0.0_seed123/fedadapt,site_D,0.7445810812778418,0.3345567123731773,0.0374494508854573,0.761555,0.357275,0.1221,7.2,-0.016973918722158143,-0.02271828762682271
1.0_0.0,123,A_gammA_S,fedadapt,alpha1.0_gamma0.0_seed123/fedadapt,site_E,0.7448434414489432,0.31718744684727,0.043171862910241,0.768119,0.342945,0.1071,7.6,-0.023275558551056785,-0.025757553152729984
10.0_0.75,123,A_gammA_S,fedavg,alpha10.0_gamma0.75_seed123/fedavg,site_A,0.812694940657026,0.546935047954321,0.0540143417504971,0.80937,0.541191,0.1902,7.8,0.003324940657025932,0.005744047954321041
10.0_0.75,123,A_gammA_S,fedavg,alpha10.0_gamma0.75_seed123/fedavg,site_B,0.7900820234671657,0.498600410540283,0.0363106419155591,0.783855,0.49992,0.1693,7.6,0.006227023467165749,-0.0013195894597169966
10.0_0.75,123,A_gammA_S,fedavg,alpha10.0_gamma0.75_seed123/fedavg,site_C,0.7627715785029253,0.4511208484800407,0.0585891790819711,0.777581,0.512284,0.1742,6.6,-0.014809421497074648,-0.06116315151995927
10.0_0.75,123,A_gammA_S,fedavg,alpha10.0_gamma0.75_seed123/fedavg,site_D,0.7584723785291383,0.425110617344653,0.0490743912185415,0.754943,0.424935,0.1647,5.6,0.0035293785291382607,0.00017561734465298962
10.0_0.75,123,A_gammA_S,fedavg,alpha10.0_gamma0.75_seed123/fedavg,site_E,0.7961705682931923,0.4983367642855686,0.0708478606661418,0.788861,0.495944,0.162,9.8,0.007309568293192292,0.002392764285568616
10.0_0.75,123,A_gammA_S,fedprox,alpha10.0_gamma0.75_seed123/fedprox,site_A,0.8119597081487622,0.5472839085756123,0.0532791092422333,0.80937,0.541191,0.1902,7.8,0.0025897081487621376,0.006092908575612288
10.0_0.75,123,A_gammA_S,fedprox,alpha10.0_gamma0.75_seed123/fedprox,site_B,0.7894954630621304,0.4997207908923317,0.0357240815105237,0.783855,0.49992,0.1693,7.6,0.005640463062130396,-0.0001992091076682967
10.0_0.75,123,A_gammA_S,fedprox,alpha10.0_gamma0.75_seed123/fedprox,site_C,0.7630297364135352,0.4512430765243591,0.058847336992581,0.777581,0.512284,0.1742,6.6,-0.014551263586464747,-0.061040923475640885
10.0_0.75,123,A_gammA_S,fedprox,alpha10.0_gamma0.75_seed123/fedprox,site_D,0.7575368204726721,0.4237159515893596,0.0481388331620753,0.754943,0.424935,0.1647,5.6,0.0025938204726720926,-0.001219048410640411
10.0_0.75,123,A_gammA_S,fedprox,alpha10.0_gamma0.75_seed123/fedprox,site_E,0.7962190909236972,0.4984836040486916,0.0708963832966467,0.788861,0.495944,0.162,9.8,0.007358090923697214,0.0025396040486915794
10.0_0.75,123,A_gammA_S,fedadaptproto,alpha10.0_gamma0.75_seed123/fedadaptproto,site_A,0.8117421903048081,0.5467636993718377,0.0530615913982792,0.80937,0.541191,0.1902,7.8,0.002372190304808064,0.005572699371837686
10.0_0.75,123,A_gammA_S,fedadaptproto,alpha10.0_gamma0.75_seed123/fedadaptproto,site_B,0.8011625532238262,0.517867629499174,0.0473911716722196,0.783855,0.49992,0.1693,7.6,0.017307553223826266,0.017947629499174
10.0_0.75,123,A_gammA_S,fedadaptproto,alpha10.0_gamma0.75_seed123/fedadaptproto,site_C,0.7776590867965498,0.4880098087748035,0.0734766873755956,0.777581,0.512284,0.1742,6.6,7.808679654985884e-05,-0.024274191225196473
10.0_0.75,123,A_gammA_S,fedadaptproto,alpha10.0_gamma0.75_seed123/fedadaptproto,site_D,0.7543165174275417,0.417214233190961,0.0449185301169449,0.754943,0.424935,0.1647,5.6,-0.0006264825724583423,-0.0077207668090389925
10.0_0.75,123,A_gammA_S,fedadaptproto,alpha10.0_gamma0.75_seed123/fedadaptproto,site_E,0.7907922685133116,0.4954612762863115,0.0654695608862611,0.788861,0.495944,0.162,9.8,0.0019312685133116014,-0.0004827237136885154
10.0_0.75,123,A_gammA_S,scaffold,alpha10.0_gamma0.75_seed123/scaffold,site_A,0.8090287661799705,0.5338111164142884,0.0503481672734417,0.80937,0.541191,0.1902,7.8,-0.0003412338200294851,-0.007379883585711622
10.0_0.75,123,A_gammA_S,scaffold,alpha10.0_gamma0.75_seed123/scaffold,site_B,0.791804896235802,0.4907227327228265,0.0380335146841953,0.783855,0.49992,0.1693,7.6,0.007949896235802001,-0.00919726727717346
10.0_0.75,123,A_gammA_S,scaffold,alpha10.0_gamma0.75_seed123/scaffold,site_C,0.7504294589540987,0.4237521484123668,0.0462470595331445,0.777581,0.512284,0.1742,6.6,-0.02715154104590123,-0.08853185158763316
10.0_0.75,123,A_gammA_S,scaffold,alpha10.0_gamma0.75_seed123/scaffold,site_D,0.7558014059467306,0.4067803260208131,0.0464034186361338,0.754943,0.424935,0.1647,5.6,0.0008584059467305893,-0.01815467397918691
10.0_0.75,123,A_gammA_S,scaffold,alpha10.0_gamma0.75_seed123/scaffold,site_E,0.7865794758913222,0.4837992842396713,0.0612567682642716,0.788861,0.495944,0.162,9.8,-0.0022815241086778792,-0.012144715760328717
10.0_0.75,123,A_gammA_S,fedadapt,alpha10.0_gamma0.75_seed123/fedadapt,site_A,0.8104565044771498,0.5374758979630603,0.0517759055706209,0.80937,0.541191,0.1902,7.8,0.0010865044771497523,-0.003715102036939699
10.0_0.75,123,A_gammA_S,fedadapt,alpha10.0_gamma0.75_seed123/fedadapt,site_B,0.7839379813298062,0.5041534905599143,0.0301665997781995,0.783855,0.49992,0.1693,7.6,8.298132980621986e-05,0.0042334905599143435
10.0_0.75,123,A_gammA_S,fedadapt,alpha10.0_gamma0.75_seed123/fedadapt,site_C,0.7623409132034501,0.4646299897351891,0.0581585137824959,0.777581,0.512284,0.1742,6.6,-0.015240086796549868,-0.047654010264810864
10.0_0.75,123,A_gammA_S,fedadapt,alpha10.0_gamma0.75_seed123/fedadapt,site_D,0.7560290975518259,0.4268742220495792,0.0466311102412291,0.754943,0.424935,0.1647,5.6,0.0010860975518258709,0.0019392220495791923
10.0_0.75,123,A_gammA_S,fedadapt,alpha10.0_gamma0.75_seed123/fedadapt,site_E,0.792212599816835,0.4905414296224266,0.0668898921897844,0.788861,0.495944,0.162,9.8,0.0033515998168349714,-0.005402570377573412
1.0_0.5,42,A_gammA_S,fedavg,alpha1.0_gamma0.5_seed42/fedavg,site_A,0.7888178949363842,0.601210866564026,0.0548407096421682,0.789765,0.590723,0.2621,7.6,-0.0009471050636158385,0.010487866564026005
1.0_0.5,42,A_gammA_S,fedavg,alpha1.0_gamma0.5_seed42/fedavg,site_B,0.7749378643539662,0.4054296840467964,0.04931053088147,0.752796,0.409739,0.1471,8.4,0.022141864353966145,-0.004309315953203607
1.0_0.5,42,A_gammA_S,fedavg,alpha1.0_gamma0.5_seed42/fedavg,site_C,0.7476118111287806,0.4417029113462041,0.0527448948914496,0.772558,0.501768,0.1742,4.2,-0.024946188871219355,-0.060065088653795895
1.0_0.5,42,A_gammA_S,fedavg,alpha1.0_gamma0.5_seed42/fedavg,site_D,0.7494358333333334,0.3240584970310436,0.0563558333333333,0.752133,0.35567,0.1221,6.2,-0.0026971666666666394,-0.03161150296895637
1.0_0.5,42,A_gammA_S,fedavg,alpha1.0_gamma0.5_seed42/fedavg,site_E,0.7473337265507048,0.2854888665273278,0.0380808766521624,0.759777,0.32672,0.1071,9.8,-0.012443273449295189,-0.04123113347267221
1.0_0.5,42,A_gammA_S,fedprox,alpha1.0_gamma0.5_seed42/fedprox,site_A,0.7885034400472798,0.6015760955357468,0.0545262547530638,0.789765,0.590723,0.2621,7.6,-0.0012615599527202592,0.01085309553574676
1.0_0.5,42,A_gammA_S,fedprox,alpha1.0_gamma0.5_seed42/fedprox,site_B,0.7747038399504216,0.4035939919369108,0.0490765064779255,0.752796,0.409739,0.1471,8.4,0.02190783995042156,-0.006145008063089208
1.0_0.5,42,A_gammA_S,fedprox,alpha1.0_gamma0.5_seed42/fedprox,site_C,0.7470470118884356,0.4421544263953273,0.0521800956511046,0.772558,0.501768,0.1742,4.2,-0.02551098811156438,-0.059613573604672676
1.0_0.5,42,A_gammA_S,fedprox,alpha1.0_gamma0.5_seed42/fedprox,site_D,0.7478233333333333,0.3207489050779848,0.0547433333333332,0.752133,0.35567,0.1221,6.2,-0.004309666666666767,-0.03492109492201517
1.0_0.5,42,A_gammA_S,fedprox,alpha1.0_gamma0.5_seed42/fedprox,site_E,0.7490744553382969,0.2877317030676734,0.0398216054397544,0.759777,0.32672,0.1071,9.8,-0.010702544661703173,-0.03898829693232658
1.0_0.5,42,A_gammA_S,fedadaptproto,alpha1.0_gamma0.5_seed42/fedadaptproto,site_A,0.7992680560666376,0.6112300604855617,0.0652908707724216,0.789765,0.590723,0.2621,7.6,0.009503056066637594,0.020507060485561723
1.0_0.5,42,A_gammA_S,fedadaptproto,alpha1.0_gamma0.5_seed42/fedadaptproto,site_B,0.7739873207889513,0.4168870405503422,0.0483599873164551,0.752796,0.409739,0.1471,8.4,0.02119132078895125,0.007148040550342183
1.0_0.5,42,A_gammA_S,fedadaptproto,alpha1.0_gamma0.5_seed42/fedadaptproto,site_C,0.7653418006152781,0.4793971150846838,0.0704748843779471,0.772558,0.501768,0.1742,4.2,-0.007216199384721844,-0.02237088491531619
1.0_0.5,42,A_gammA_S,fedadaptproto,alpha1.0_gamma0.5_seed42/fedadaptproto,site_D,0.7542083333333333,0.3429398488634662,0.0611283333333332,0.752133,0.35567,0.1221,6.2,0.002075333333333207,-0.012730151136533807
1.0_0.5,42,A_gammA_S,fedadaptproto,alpha1.0_gamma0.5_seed42/fedadaptproto,site_E,0.7499879438070121,0.2955483907022042,0.0407350939084696,0.759777,0.32672,0.1071,9.8,-0.009789056192987977,-0.031171609297795833
1.0_0.5,42,A_gammA_S,scaffold,alpha1.0_gamma0.5_seed42/scaffold,site_A,0.7877121734185261,0.5946883081306704,0.0537349881243101,0.789765,0.590723,0.2621,7.6,-0.0020528265814739877,0.00396530813067042
1.0_0.5,42,A_gammA_S,scaffold,alpha1.0_gamma0.5_seed42/scaffold,site_B,0.7735438300982831,0.4007585283890034,0.047916496625787,0.752796,0.409739,0.1471,8.4,0.02074783009828307,-0.008980471610996632
1.0_0.5,42,A_gammA_S,scaffold,alpha1.0_gamma0.5_seed42/scaffold,site_C,0.7476118111287806,0.4417029113462041,0.0527448948914496,0.772558,0.501768,0.1742,4.2,-0.024946188871219355,-0.060065088653795895
1.0_0.5,42,A_gammA_S,scaffold,alpha1.0_gamma0.5_seed42/scaffold,site_D,0.7485975000000001,0.3283049426536514,0.0555175000000001,0.752133,0.35567,0.1221,6.2,-0.0035354999999999137,-0.027365057346348587
1.0_0.5,42,A_gammA_S,scaffold,alpha1.0_gamma0.5_seed42/scaffold,site_E,0.7384872630958079,0.2642558180208688,0.0292344131972654,0.759777,0.32672,0.1071,9.8,-0.021289736904192114,-0.06246418197913123
1.0_0.5,42,A_gammA_S,fedadapt,alpha1.0_gamma0.5_seed42/fedadapt,site_A,0.7909325483111987,0.5987998388290496,0.0569553630169827,0.789765,0.590723,0.2621,7.6,0.0011675483111986962,0.008076838829049637
1.0_0.5,42,A_gammA_S,fedadapt,alpha1.0_gamma0.5_seed42/fedadapt,site_B,0.772297144541128,0.4047037844772055,0.0466698110686318,0.752796,0.409739,0.1471,8.4,0.019501144541127946,-0.005035215522794512
1.0_0.5,42,A_gammA_S,fedadapt,alpha1.0_gamma0.5_seed42/fedadapt,site_C,0.7529585772707136,0.4582419001222923,0.0580916610333825,0.772558,0.501768,0.1742,4.2,-0.019599422729286387,-0.04352609987770767
1.0_0.5,42,A_gammA_S,fedadapt,alpha1.0_gamma0.5_seed42/fedadapt,site_D,0.7437033333333334,0.3223965753942688,0.0506233333333333,0.752133,0.35567,0.1221,6.2,-0.008429666666666669,-0.03327342460573118
1.0_0.5,42,A_gammA_S,fedadapt,alpha1.0_gamma0.5_seed42/fedadapt,site_E,0.7540731384310626,0.3113472452384789,0.0448202885325201,0.759777,0.32672,0.1071,9.8,-0.0057038615689374295,-0.015372754761521112
10.0_1.0,42,A_gammA_S,fedavg,alpha10.0_gamma1.0_seed42/fedavg,site_A,0.8338060653059806,0.6036215398662503,0.0500794493826516,0.848094,0.602734,0.1902,6.2,-0.014287934694019455,0.000887539866250342
10.0_1.0,42,A_gammA_S,fedavg,alpha10.0_gamma1.0_seed42/fedavg,site_B,0.7802530888929288,0.5064729813755589,0.0687890174787715,0.784803,0.504571,0.1693,7.2,-0.004549911107071258,0.0019019813755588588
10.0_1.0,42,A_gammA_S,fedavg,alpha10.0_gamma1.0_seed42/fedavg,site_C,0.7783979117779811,0.4776135703438185,0.0614521796160204,0.789382,0.538135,0.1742,6.2,-0.010984088222018906,-0.060521429656181513
10.0_1.0,42,A_gammA_S,fedavg,alpha10.0_gamma1.0_seed42/fedavg,site_D,0.7675848574777862,0.4469539361992733,0.0474687031340756,0.75509,0.425658,0.1647,6.4,0.012494857477786114,0.021295936199273335
10.0_1.0,42,A_gammA_S,fedavg,alpha10.0_gamma1.0_seed42/fedavg,site_E,0.7755897840986321,0.4747058089989791,0.0442954788778069,0.790177,0.498885,0.162,13.0,-0.014587215901367911,-0.02417919100102095
10.0_1.0,42,A_gammA_S,fedprox,alpha10.0_gamma1.0_seed42/fedprox,site_A,0.8339833737368472,0.603980365011698,0.0502567578135182,0.848094,0.602734,0.1902,6.2,-0.014110626263152848,0.0012463650116980585
10.0_1.0,42,A_gammA_S,fedprox,alpha10.0_gamma1.0_seed42/fedprox,site_B,0.7795047298994717,0.5057758120164664,0.0680406584853144,0.784803,0.504571,0.1693,7.2,-0.005298270100528302,0.0012048120164663834
10.0_1.0,42,A_gammA_S,fedprox,alpha10.0_gamma1.0_seed42/fedprox,site_C,0.7786996491368068,0.4784052259474317,0.0617539169748461,0.789382,0.538135,0.1742,6.2,-0.010682350863193246,-0.05972977405256835
10.0_1.0,42,A_gammA_S,fedprox,alpha10.0_gamma1.0_seed42/fedprox,site_D,0.7689251956812846,0.4501197420525981,0.0488090413375741,0.75509,0.425658,0.1647,6.4,0.013835195681284551,0.0244617420525981
10.0_1.0,42,A_gammA_S,fedprox,alpha10.0_gamma1.0_seed42/fedprox,site_E,0.7830346133041318,0.4883431676164975,0.0517403080833066,0.790177,0.498885,0.162,13.0,-0.007142386695868197,-0.010541832383502536
10.0_1.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma1.0_seed42/fedadaptproto,site_A,0.8388127883637879,0.6081307020170319,0.0550861724404589,0.848094,0.602734,0.1902,6.2,-0.009281211636212094,0.005396702017031907
10.0_1.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma1.0_seed42/fedadaptproto,site_B,0.7838342690762415,0.4977658272435334,0.0723701976620843,0.784803,0.504571,0.1693,7.2,-0.0009687309237584874,-0.006805172756466582
10.0_1.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma1.0_seed42/fedadaptproto,site_C,0.7841864063579304,0.5018462761728903,0.0672406741959696,0.789382,0.538135,0.1742,6.2,-0.0051955936420696736,-0.03628872382710968
10.0_1.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma1.0_seed42/fedadaptproto,site_D,0.7694431526647081,0.4425014347633685,0.0493269983209976,0.75509,0.425658,0.1647,6.4,0.014353152664708047,0.016843434763368526
10.0_1.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma1.0_seed42/fedadaptproto,site_E,0.7893771163967872,0.5009051617804982,0.058082811175962,0.790177,0.498885,0.162,13.0,-0.0007998836032128143,0.002020161780498131
10.0_1.0,42,A_gammA_S,scaffold,alpha10.0_gamma1.0_seed42/scaffold,site_A,0.8346431891840227,0.6049970212649807,0.0509165732606937,0.848094,0.602734,0.1902,6.2,-0.013450810815977321,0.0022630212649806802
10.0_1.0,42,A_gammA_S,scaffold,alpha10.0_gamma1.0_seed42/scaffold,site_B,0.7842796368105551,0.4933104534781435,0.0728155653963978,0.784803,0.504571,0.1693,7.2,-0.0005233631894449031,-0.011260546521856485
10.0_1.0,42,A_gammA_S,scaffold,alpha10.0_gamma1.0_seed42/scaffold,site_C,0.77825826473588,0.5001620386450039,0.0613125325739193,0.789382,0.538135,0.1742,6.2,-0.011123735264120027,-0.03797296135499617
10.0_1.0,42,A_gammA_S,scaffold,alpha10.0_gamma1.0_seed42/scaffold,site_D,0.7584154002556168,0.4140650093614259,0.0382992459119063,0.75509,0.425658,0.1647,6.4,0.003325400255616784,-0.011592990638574108
10.0_1.0,42,A_gammA_S,scaffold,alpha10.0_gamma1.0_seed42/scaffold,site_E,0.7838945465569317,0.4758717972536505,0.0526002413361065,0.790177,0.498885,0.162,13.0,-0.006282453443068325,-0.023013202746349548
10.0_1.0,42,A_gammA_S,fedadapt,alpha10.0_gamma1.0_seed42/fedadapt,site_A,0.8325339519849856,0.6054521991909028,0.0488073360616566,0.848094,0.602734,0.1902,6.2,-0.015560048015014427,0.0027181991909027703
10.0_1.0,42,A_gammA_S,fedadapt,alpha10.0_gamma1.0_seed42/fedadapt,site_B,0.7761344669324752,0.4956716365694534,0.0646703955183179,0.784803,0.504571,0.1693,7.2,-0.008668533067524797,-0.008899363430546592
10.0_1.0,42,A_gammA_S,fedadapt,alpha10.0_gamma1.0_seed42/fedadapt,site_C,0.777317517474583,0.4891214298807513,0.0603717853126223,0.789382,0.538135,0.1742,6.2,-0.01206448252541703,-0.04901357011924873
10.0_1.0,42,A_gammA_S,fedadapt,alpha10.0_gamma1.0_seed42/fedadapt,site_D,0.763413809654544,0.4576697183825183,0.0432976553108335,0.75509,0.425658,0.1647,6.4,0.008323809654543934,0.03201171838251832
10.0_1.0,42,A_gammA_S,fedadapt,alpha10.0_gamma1.0_seed42/fedadapt,site_E,0.772343899328367,0.4750454980054033,0.0410495941075418,0.790177,0.498885,0.162,13.0,-0.017833100671633018,-0.023839501994596723
10.0_0.0,42,A_gammA_S,fedavg,alpha10.0_gamma0.0_seed42/fedavg,site_A,0.770030748768696,0.4974055223125098,0.038042418608556,0.784718,0.528761,0.1902,7.0,-0.014687251231303988,-0.03135547768749025
10.0_0.0,42,A_gammA_S,fedavg,alpha10.0_gamma0.0_seed42/fedavg,site_B,0.7564792486989135,0.4374539768754973,0.0474827997236982,0.788307,0.499655,0.1693,6.2,-0.031827751301086504,-0.06220102312450271
10.0_0.0,42,A_gammA_S,fedavg,alpha10.0_gamma0.0_seed42/fedavg,site_C,0.7782690298420729,0.5178819948970772,0.0627950666319386,0.797307,0.526159,0.1742,4.4,-0.019037970157927075,-0.00827700510292284
10.0_0.0,42,A_gammA_S,fedavg,alpha10.0_gamma0.0_seed42/fedavg,site_D,0.7726703188650091,0.4108035530873462,0.0468511495060167,0.77684,0.449776,0.1647,6.2,-0.0041696811349908325,-0.038972446912653835
10.0_0.0,42,A_gammA_S,fedavg,alpha10.0_gamma0.0_seed42/fedavg,site_E,0.7618216366385879,0.4454433796508462,0.0381885785330109,0.783621,0.462542,0.162,11.2,-0.021799363361412083,-0.017098620349153826
10.0_0.0,42,A_gammA_S,fedprox,alpha10.0_gamma0.0_seed42/fedprox,site_A,0.7699650203067807,0.4972152926986081,0.0379766901466407,0.784718,0.528761,0.1902,7.0,-0.014752979693219315,-0.031545707301391945
10.0_0.0,42,A_gammA_S,fedprox,alpha10.0_gamma0.0_seed42/fedprox,site_B,0.7555391248619115,0.4374285633514236,0.0465426758866963,0.788307,0.499655,0.1693,6.2,-0.03276787513808843,-0.06222643664857641
10.0_0.0,42,A_gammA_S,fedprox,alpha10.0_gamma0.0_seed42/fedprox,site_C,0.7783915117365071,0.5183441958643237,0.0629175485263728,0.797307,0.526159,0.1742,4.4,-0.018915488263492874,-0.007814804135676368
10.0_0.0,42,A_gammA_S,fedprox,alpha10.0_gamma0.0_seed42/fedprox,site_D,0.7730886048290178,0.4100229163069217,0.0472694354700253,0.77684,0.449776,0.1647,6.2,-0.003751395170982219,-0.039753083693078284
10.0_0.0,42,A_gammA_S,fedprox,alpha10.0_gamma0.0_seed42/fedprox,site_E,0.761789310146187,0.4456497388214543,0.03815625204061,0.783621,0.462542,0.162,11.2,-0.021831689853813008,-0.016892261178545698
10.0_0.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma0.0_seed42/fedadaptproto,site_A,0.774922271951235,0.525556452969439,0.042933941791095,0.784718,0.528761,0.1902,7.0,-0.009795728048765051,-0.0032045470305610557
10.0_0.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma0.0_seed42/fedadaptproto,site_B,0.7685774205695105,0.4590785082386084,0.0595809715942953,0.788307,0.499655,0.1693,6.2,-0.019729579430489474,-0.04057649176139161
10.0_0.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma0.0_seed42/fedadaptproto,site_C,0.7925675244770083,0.5252068917695523,0.077093561266874,0.797307,0.526159,0.1742,4.4,-0.0047394755229916985,-0.000952108230447779
10.0_0.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma0.0_seed42/fedadaptproto,site_D,0.7731391737291442,0.43420511070198,0.0473200043701518,0.77684,0.449776,0.1647,6.2,-0.0037008262708557726,-0.01557088929802003
10.0_0.0,42,A_gammA_S,fedadaptproto,alpha10.0_gamma0.0_seed42/fedadaptproto,site_E,0.7679048359786101,0.4565141559465606,0.0442717778730331,0.783621,0.462542,0.162,11.2,-0.015716164021389867,-0.006027844053439424
10.0_0.0,42,A_gammA_S,scaffold,alpha10.0_gamma0.0_seed42/scaffold,site_A,0.7697413226002621,0.5092652490416839,0.037752992440122,0.784718,0.528761,0.1902,7.0,-0.014976677399737959,-0.019495750958316127
10.0_0.0,42,A_gammA_S,scaffold,alpha10.0_gamma0.0_seed42/scaffold,site_B,0.7642739226604758,0.4360128794482129,0.0552774736852605,0.788307,0.499655,0.1693,6.2,-0.0240330773395242,-0.06364212055178714
10.0_0.0,42,A_gammA_S,scaffold,alpha10.0_gamma0.0_seed42/scaffold,site_C,0.7796649062253584,0.5073620696267187,0.0641909430152242,0.797307,0.526159,0.1742,4.4,-0.017642093774641543,-0.01879693037328134
10.0_0.0,42,A_gammA_S,scaffold,alpha10.0_gamma0.0_seed42/scaffold,site_D,0.7664909241310423,0.3881899300698029,0.0406717547720498,0.77684,0.449776,0.1647,6.2,-0.010349075868957724,-0.06158606993019711
10.0_0.0,42,A_gammA_S,scaffold,alpha10.0_gamma0.0_seed42/scaffold,site_E,0.7558050298729115,0.415254809576085,0.0321719717673345,0.783621,0.462542,0.162,11.2,-0.027815970127088474,-0.04728719042391499
10.0_0.0,42,A_gammA_S,fedadapt,alpha10.0_gamma0.0_seed42/fedadapt,site_A,0.7758711920988864,0.5132690325529589,0.0438828619387464,0.784718,0.528761,0.1902,7.0,-0.008846807901113585,-0.015491967447041177
10.0_0.0,42,A_gammA_S,fedadapt,alpha10.0_gamma0.0_seed42/fedadapt,site_B,0.7492705935747398,0.4325920213205182,0.0402741445995246,0.788307,0.499655,0.1693,6.2,-0.039036406425260184,-0.0670629786794818
10.0_0.0,42,A_gammA_S,fedadapt,alpha10.0_gamma0.0_seed42/fedadapt,site_C,0.7799468231891901,0.5190296306727643,0.0644728599790558,0.797307,0.526159,0.1742,4.4,-0.017360176810809924,-0.007129369327235735
10.0_0.0,42,A_gammA_S,fedadapt,alpha10.0_gamma0.0_seed42/fedadapt,site_D,0.769103650637574,0.4159312566868498,0.0432844812785816,0.77684,0.449776,0.1647,6.2,-0.007736349362425954,-0.03384474331315018
10.0_0.0,42,A_gammA_S,fedadapt,alpha10.0_gamma0.0_seed42/fedadapt,site_E,0.7621015840627806,0.4461411160911425,0.0384685259572036,0.783621,0.462542,0.162,11.2,-0.0215194159372194,-0.016400883908857522
0.3_0.0,42,A_gammA_S,fedavg,alpha0.3_gamma0.0_seed42/fedavg,site_A,0.7959381962464221,0.6845279917945258,0.0591500321802769,0.79392,0.666489,0.3094,6.4,0.002018196246422188,0.018038991794525838
0.3_0.0,42,A_gammA_S,fedavg,alpha0.3_gamma0.0_seed42/fedavg,site_B,0.7880056138682661,0.4478926092609954,0.0364619524802204,0.782336,0.439465,0.1325,6.6,0.005669613868266032,0.008427609260995395
0.3_0.0,42,A_gammA_S,fedavg,alpha0.3_gamma0.0_seed42/fedavg,site_C,0.7846500087316777,0.5198265679976789,0.0487740188187024,0.804963,0.531942,0.1742,4.8,-0.02031299126832231,-0.012115432002321125
0.3_0.0,42,A_gammA_S,fedavg,alpha0.3_gamma0.0_seed42/fedavg,site_D,0.7476913070669169,0.2273095876212995,0.0258691682301439,0.761419,0.295618,0.0941,5.8,-0.013727692933083069,-0.0683084123787005
0.3_0.0,42,A_gammA_S,fedavg,alpha0.3_gamma0.0_seed42/fedavg,site_E,0.7661219207008106,0.2542448881805253,0.0583515414366667,0.750518,0.243088,0.071,9.6,0.015603920700810625,0.01115688818052532
0.3_0.0,42,A_gammA_S,fedprox,alpha0.3_gamma0.0_seed42/fedprox,site_A,0.796081175198879,0.6851673357422645,0.0592930111327337,0.79392,0.666489,0.3094,6.4,0.0021611751988790395,0.018678335742264518
0.3_0.0,42,A_gammA_S,fedprox,alpha0.3_gamma0.0_seed42/fedprox,site_B,0.7878692291750479,0.4498758177309403,0.0363255677870022,0.782336,0.439465,0.1325,6.6,0.005533229175047838,0.010410817730940325
0.3_0.0,42,A_gammA_S,fedprox,alpha0.3_gamma0.0_seed42/fedprox,site_C,0.7850278847466234,0.5178161927550914,0.0491518948336482,0.804963,0.531942,0.1742,4.8,-0.019935115253376545,-0.01412580724490864
0.3_0.0,42,A_gammA_S,fedprox,alpha0.3_gamma0.0_seed42/fedprox,site_D,0.747544215134459,0.2267685762710285,0.025722076297686,0.761419,0.295618,0.0941,5.8,-0.013874784865540946,-0.06884942372897149
0.3_0.0,42,A_gammA_S,fedprox,alpha0.3_gamma0.0_seed42/fedprox,site_E,0.7664192388907374,0.2545612996275649,0.0586488596265935,0.750518,0.243088,0.071,9.6,0.015901238890737357,0.011473299627564909
0.3_0.0,42,A_gammA_S,fedadaptproto,alpha0.3_gamma0.0_seed42/fedadaptproto,site_A,0.7929560638094639,0.6822117053504115,0.0561678997433187,0.79392,0.666489,0.3094,6.4,-0.00096393619053603,0.015722705350411537
0.3_0.0,42,A_gammA_S,fedadaptproto,alpha0.3_gamma0.0_seed42/fedadaptproto,site_B,0.7926632654305186,0.4591873989560167,0.0411196040424729,0.782336,0.439465,0.1325,6.6,0.01032726543051854,0.019722398956016685
0.3_0.0,42,A_gammA_S,fedadaptproto,alpha0.3_gamma0.0_seed42/fedadaptproto,site_C,0.7889455173116684,0.5049339499502234,0.0530695273986931,0.804963,0.531942,0.1742,4.8,-0.016017482688331586,-0.027008050049776577
